,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
2777,0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,9
3455,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,9
3945,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,6
3145,0.55,0.42,0.17,0.8465,0.336,0.2405,0.245,13
2705,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,13
2868,0.335,0.26,0.09,0.1965,0.0875,0.041,0.056,7
179,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,11
834,0.445,0.325,0.1,0.378,0.1795,0.1,0.089,7
2808,0.705,0.54,0.205,1.757,0.8265,0.417,0.461,9
3543,0.46,0.34,0.09,0.384,0.1795,0.068,0.11,8
3841,0.5,0.42,0.125,0.62,0.255,0.15,0.205,11
3756,0.515,0.39,0.12,0.565,0.235,0.135,0.179,9
3091,0.495,0.38,0.12,0.474,0.197,0.1065,0.1545,10
3621,0.655,0.455,0.17,1.275,0.583,0.303,0.333,8
2344,0.67,0.55,0.17,1.247,0.472,0.2455,0.4,21
3178,0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775,8
206,0.4,0.3,0.11,0.315,0.109,0.067,0.12,9
3126,0.615,0.495,0.155,1.2865,0.435,0.293,0.3245,11
3153,0.425,0.335,0.1,0.4085,0.1755,0.092,0.135,9
3646,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,9
336,0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,14
1284,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,9
3110,0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895,8
910,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,5
1390,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9
2758,0.535,0.43,0.155,0.7845,0.3285,0.169,0.245,10
3431,0.35,0.265,0.095,0.199,0.073,0.049,0.06,5
555,0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16,10
1963,0.655,0.52,0.17,1.1445,0.53,0.223,0.348,9
439,0.5,0.415,0.165,0.6885,0.249,0.138,0.25,13
217,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,7
2157,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,17
2022,0.53,0.43,0.15,0.741,0.325,0.1855,0.196,9
2442,0.475,0.355,0.125,0.4625,0.186,0.107,0.145,9
2116,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,6
498,0.615,0.525,0.155,1.0385,0.427,0.2315,0.345,11
1440,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,7
1368,0.61,0.46,0.16,1.0,0.494,0.197,0.275,10
29,0.575,0.425,0.14,0.8635,0.393,0.227,0.2,11
461,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,12
3750,0.435,0.375,0.11,0.4155,0.17,0.076,0.145,8
1571,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,8
3769,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,9
2130,0.585,0.455,0.14,0.97,0.462,0.185,0.295,9
4109,0.48,0.365,0.13,0.5305,0.2405,0.127,0.139,8
1876,0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,9
3895,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,13
3638,0.44,0.34,0.105,0.344,0.123,0.081,0.125,8
3745,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,5
1758,0.735,0.59,0.215,1.747,0.7275,0.403,0.557,11
2143,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10
3902,0.16,0.12,0.02,0.018,0.0075,0.0045,0.005,4
3786,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10
361,0.59,0.465,0.15,0.997,0.392,0.246,0.34,12
514,0.275,0.195,0.07,0.08,0.031,0.0215,0.025,5
3015,0.42,0.32,0.11,0.309,0.115,0.0645,0.0945,6
2112,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,8
1945,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,11
2360,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11
1286,0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,9
2723,0.385,0.3,0.125,0.343,0.1705,0.0735,0.081,7
478,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,21
802,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,9
2325,0.415,0.305,0.105,0.3605,0.12,0.082,0.1,10
2813,0.255,0.195,0.055,0.0725,0.0285,0.017,0.021,4
262,0.53,0.42,0.165,0.8945,0.319,0.239,0.245,11
3532,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,7
214,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14
2592,0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7
2867,0.325,0.25,0.075,0.1585,0.075,0.0305,0.0455,6
2208,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,16
2421,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15
3972,0.415,0.315,0.12,0.4015,0.199,0.087,0.097,8
3146,0.585,0.45,0.15,1.047,0.4315,0.276,0.315,14
3861,0.63,0.475,0.175,1.423,0.4155,0.3385,0.49,14
220,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,9
236,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,1
2946,0.635,0.52,0.175,1.292,0.6,0.269,0.367,11
1776,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,9
694,0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,4
2141,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7
882,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,17
2856,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,11
2817,0.33,0.225,0.075,0.187,0.0945,0.0395,0.0425,7
3381,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19
1839,0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135,11
3961,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,10
2787,0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,11
864,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,11
462,0.24,0.185,0.07,0.0715,0.026,0.018,0.025,6
3990,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,10
955,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,8
4007,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,11
3076,0.68,0.56,0.195,1.664,0.58,0.3855,0.545,11
1137,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,10
3002,0.645,0.505,0.185,1.463,0.592,0.3905,0.416,10
2788,0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,10
762,0.54,0.44,0.135,0.959,0.2385,0.221,0.3,17
2337,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,11
758,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,13
77,0.6,0.47,0.15,0.922,0.363,0.194,0.305,10
2629,0.33,0.24,0.075,0.163,0.0745,0.033,0.048,6
1522,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,11
3800,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,12
332,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,5
1685,0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,10
1924,0.61,0.46,0.155,0.957,0.4255,0.1975,0.265,8
1812,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,10
174,0.235,0.16,0.04,0.048,0.0185,0.018,0.015,5
3244,0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,19
2466,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9
3332,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,13
3685,0.62,0.48,0.165,1.0855,0.481,0.2575,0.305,10
2845,0.62,0.48,0.17,1.1045,0.535,0.25,0.287,10
954,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,8
4033,0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172,10
55,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22,8
160,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,13
1566,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,9
606,0.345,0.27,0.09,0.195,0.078,0.0455,0.059,9
133,0.35,0.26,0.095,0.211,0.086,0.056,0.068,7
578,0.58,0.445,0.15,0.8865,0.383,0.209,0.255,11
3379,0.295,0.21,0.08,0.1,0.038,0.026,0.031,8
3193,0.565,0.435,0.185,1.032,0.354,0.2045,0.31,20
2748,0.505,0.385,0.125,0.596,0.245,0.097,0.21,9
747,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,9
181,0.64,0.51,0.175,1.368,0.515,0.266,0.57,21
2740,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,8
852,0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,10
93,0.625,0.495,0.165,1.262,0.507,0.318,0.39,10
3053,0.6,0.45,0.14,0.869,0.3425,0.195,0.291,11
1410,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10
139,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,9
1247,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,8
3039,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,10
3829,0.71,0.555,0.17,1.47,0.5375,0.38,0.431,12
2213,0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,17
3350,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,11
1248,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,8
3611,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,10
648,0.46,0.35,0.12,0.4885,0.193,0.105,0.155,11
835,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,8
3496,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,8
3653,0.53,0.425,0.13,0.781,0.3905,0.2005,0.215,9
4038,0.55,0.445,0.125,0.672,0.288,0.1365,0.21,11
1538,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054,6
407,0.59,0.485,0.12,0.911,0.39,0.182,0.29,16
3094,0.525,0.4,0.13,0.622,0.2655,0.147,0.184,9
440,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085,10
3796,0.675,0.54,0.21,1.593,0.686,0.318,0.45,11
1366,0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286,9
1986,0.135,0.13,0.04,0.029,0.0125,0.0065,0.008,4
3407,0.35,0.265,0.08,0.192,0.081,0.0465,0.053,6
2569,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6
2576,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7
3104,0.66,0.525,0.2,1.489,0.6065,0.3795,0.421,10
4000,0.455,0.35,0.135,0.5365,0.2855,0.0855,0.1325,7
3647,0.485,0.365,0.125,0.426,0.163,0.0965,0.151,8
2729,0.405,0.305,0.1,0.268,0.1145,0.053,0.085,7
524,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,4
1903,0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,10
3345,0.48,0.38,0.145,0.59,0.232,0.141,0.23,12
282,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,9
1767,0.39,0.28,0.125,0.564,0.3035,0.0955,0.143,7
1635,0.575,0.45,0.125,0.78,0.3275,0.188,0.235,9
2119,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9
4112,0.56,0.42,0.18,1.6645,0.7755,0.35,0.4525,9
1468,0.52,0.4,0.125,0.559,0.254,0.139,0.149,8
320,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,5
1271,0.47,0.355,0.12,0.393,0.167,0.0885,0.115,8
808,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,10
627,0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,8
1714,0.645,0.51,0.19,1.363,0.573,0.362,0.36,10
2174,0.645,0.5,0.17,1.1845,0.4805,0.274,0.355,13
2983,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,8
2734,0.42,0.325,0.115,0.314,0.1295,0.0635,0.1,8
2171,0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,6
3631,0.295,0.22,0.085,0.1285,0.0585,0.027,0.0365,5
221,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,11
3623,0.66,0.53,0.175,1.583,0.7395,0.3505,0.405,10
751,0.485,0.355,0.12,0.547,0.215,0.1615,0.14,10
2556,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6
4165,0.405,0.3,0.085,0.3035,0.15,0.0505,0.088,7
3696,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,13
2390,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16
1835,0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,7
2880,0.475,0.375,0.11,0.494,0.211,0.109,0.1545,8
1381,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,11
1318,0.555,0.43,0.14,0.7665,0.341,0.165,0.23,9
1784,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,8
3144,0.625,0.48,0.2,1.3235,0.6075,0.3055,0.355,9
1058,0.245,0.18,0.065,0.071,0.03,0.013,0.0215,4
676,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12
2927,0.61,0.47,0.195,1.2735,0.469,0.3315,0.398,12
510,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,10
1097,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,8
3650,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,8
3048,0.59,0.47,0.145,0.974,0.453,0.236,0.289,8
1143,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,9
3697,0.65,0.51,0.175,1.155,0.4955,0.2025,0.385,12
1832,0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081,8
1731,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,11
35,0.465,0.355,0.105,0.4795,0.227,0.124,0.125,8
208,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,13
2160,0.69,0.55,0.2,1.8465,0.732,0.472,0.57,19
2998,0.635,0.51,0.17,1.2235,0.532,0.271,0.354,9
2127,0.4,0.31,0.1,0.127,0.106,0.071,0.085,7
4015,0.635,0.48,0.145,1.181,0.665,0.229,0.225,10
1851,0.485,0.37,0.115,0.457,0.1885,0.0965,0.15,9
173,0.52,0.405,0.115,0.776,0.32,0.1845,0.22,8
2574,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,8
2492,0.475,0.38,0.145,0.57,0.167,0.118,0.187,11
1565,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,7
981,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9
3375,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10
3849,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,6
3230,0.57,0.455,0.15,0.96,0.387,0.2385,0.275,11
2546,0.225,0.17,0.07,0.0565,0.024,0.013,0.016,4
1748,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,11
3624,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,9
1668,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10
1234,0.375,0.29,0.095,0.213,0.096,0.041,0.061,5
3411,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,7
3808,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10
1605,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,9
2179,0.595,0.47,0.25,1.283,0.462,0.2475,0.445,14
3946,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,13
3608,0.545,0.43,0.155,0.8035,0.409,0.144,0.228,7
775,0.53,0.41,0.165,0.732,0.189,0.17,0.31,11
1751,0.71,0.54,0.205,1.5805,0.802,0.287,0.435,10
1726,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,12
2154,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,10
3825,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,11
1712,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9
463,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5
2513,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,8
4003,0.51,0.39,0.125,0.597,0.293,0.1265,0.1555,8
1192,0.7,0.565,0.18,1.751,0.895,0.3355,0.446,9
149,0.17,0.13,0.095,0.03,0.013,0.008,0.01,4
1962,0.655,0.525,0.175,1.348,0.5855,0.2605,0.394,10
1661,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10
3421,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11
1720,0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,9
2133,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,9
2842,0.6,0.475,0.175,1.11,0.5105,0.256,0.285,9
1733,0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,9
2450,0.42,0.33,0.125,0.463,0.186,0.11,0.145,10
1239,0.375,0.27,0.085,0.218,0.0945,0.039,0.07,7
2323,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,8
2124,0.385,0.295,0.095,0.335,0.147,0.094,0.09,7
1104,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,8
1156,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,10
2389,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,11
183,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,10
1616,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,9
860,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,6
2215,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,10
2081,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,8
3004,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,11
3736,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10
2054,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,7
2194,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,13
62,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,10
2962,0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,9
4174,0.6,0.475,0.205,1.176,0.5255,0.2875,0.308,9
2103,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9
3192,0.525,0.405,0.115,0.72,0.3105,0.1915,0.2,14
271,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,16
2937,0.625,0.515,0.165,1.217,0.667,0.2065,0.3115,10
562,0.475,0.35,0.115,0.452,0.1715,0.092,0.155,11
3474,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,6
2524,0.58,0.46,0.18,1.145,0.48,0.277,0.325,11
312,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,19
3710,0.685,0.535,0.175,1.432,0.637,0.247,0.46,11
1398,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,11
4145,0.67,0.525,0.2,1.7405,0.6205,0.297,0.657,11
263,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,4
3550,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,8
1039,0.66,0.475,0.18,1.3695,0.641,0.294,0.335,6
2853,0.645,0.49,0.16,1.144,0.5015,0.289,0.319,8
4126,0.55,0.42,0.145,0.7385,0.321,0.1485,0.252,11
3107,0.37,0.275,0.1,0.2815,0.1505,0.0505,0.068,5
300,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9
2912,0.585,0.45,0.135,0.855,0.3795,0.187,0.26,9
1019,0.635,0.49,0.175,1.375,0.623,0.2705,0.395,11
3224,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,16
3311,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12
2632,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,8
2100,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,10
3055,0.61,0.495,0.16,1.089,0.469,0.198,0.384,11
194,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,10
3170,0.57,0.465,0.155,0.872,0.3245,0.239,0.285,14
710,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,7
1110,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,8
3585,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9
1424,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,11
1272,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,8
1375,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10
2446,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14
3418,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,8
1420,0.71,0.55,0.17,1.614,0.743,0.345,0.45,11
2702,0.68,0.52,0.165,1.4775,0.724,0.279,0.406,11
1845,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,8
94,0.695,0.56,0.19,1.494,0.588,0.3425,0.485,15
2730,0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765,6
1078,0.42,0.31,0.095,0.279,0.1255,0.051,0.088,6
1868,0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21,8
3594,0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,12
246,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,13
1197,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,12
2370,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,8
4036,0.54,0.42,0.14,0.74,0.3595,0.159,0.1985,8
3357,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,8
573,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,17
720,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
975,0.53,0.425,0.15,0.8495,0.328,0.232,0.202,8
2982,0.51,0.37,0.21,1.183,0.508,0.292,0.343,9
3765,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,9
2512,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8
1866,0.52,0.385,0.115,0.581,0.2555,0.156,0.143,10
37,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,8
2869,0.37,0.28,0.085,0.198,0.0805,0.0455,0.058,5
1510,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,10
2939,0.625,0.49,0.145,0.92,0.437,0.1735,0.28,10
3096,0.53,0.395,0.115,0.5685,0.249,0.1375,0.161,9
2251,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,13
2471,0.565,0.44,0.175,1.122,0.393,0.2,0.375,20
234,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,12
1681,0.62,0.54,0.165,1.139,0.4995,0.2435,0.357,11
81,0.62,0.51,0.175,1.615,0.5105,0.192,0.675,12
2596,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248,8
3798,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,10
774,0.49,0.38,0.14,0.7605,0.245,0.167,0.185,10
3395,0.605,0.45,0.165,1.2225,0.357,0.202,0.385,13
2347,0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,11
1894,0.57,0.46,0.155,1.0005,0.454,0.205,0.265,11
2862,0.735,0.57,0.21,2.2355,1.1705,0.463,0.5315,10
3705,0.67,0.54,0.2,1.46,0.6435,0.328,0.4165,9
1919,0.605,0.49,0.165,1.071,0.482,0.1935,0.352,10
2685,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10
2232,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,9
3661,0.55,0.415,0.15,0.7915,0.3535,0.176,0.236,10
3832,0.46,0.365,0.115,0.4485,0.165,0.083,0.17,14
1630,0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,9
2088,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,12
1801,0.605,0.475,0.15,1.15,0.575,0.232,0.297,10
1828,0.35,0.265,0.08,0.2,0.09,0.042,0.06,7
1721,0.655,0.55,0.18,1.274,0.586,0.281,0.365,10
1631,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,12
1788,0.545,0.415,0.2,1.358,0.567,0.318,0.403,10
3493,0.555,0.44,0.15,0.838,0.4155,0.146,0.23,8
431,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,20
3261,0.645,0.52,0.19,1.3105,0.58,0.288,0.37,12
1632,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,8
1533,0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,6
3824,0.62,0.46,0.17,1.127,0.535,0.2635,0.296,7
801,0.45,0.335,0.125,0.349,0.119,0.1055,0.115,10
2814,0.275,0.2,0.055,0.0925,0.038,0.021,0.026,4
3042,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22,8
3792,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13
2193,0.215,0.17,0.055,0.0605,0.0205,0.014,0.02,6
3789,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10
1669,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,10
1433,0.37,0.27,0.095,0.232,0.1325,0.041,0.0615,6
2969,0.685,0.505,0.19,1.533,0.667,0.4055,0.41,10
2886,0.505,0.365,0.115,0.521,0.25,0.096,0.15,8
1896,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283,9
1098,0.49,0.465,0.125,0.5225,0.235,0.13,0.141,7
2963,0.67,0.525,0.19,1.527,0.5755,0.353,0.44,12
2897,0.545,0.43,0.15,0.742,0.3525,0.158,0.208,10
1973,0.68,0.54,0.155,1.534,0.671,0.379,0.384,10
1380,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,9
1581,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,8
4056,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,11
2010,0.435,0.325,0.12,0.346,0.159,0.084,0.095,7
377,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,10
3957,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,10
1861,0.515,0.385,0.11,0.5785,0.253,0.16,0.14,8
875,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,14
1609,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725,8
2221,0.58,0.465,0.175,1.035,0.401,0.1865,0.385,17
1703,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,10
2082,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,10
3028,0.515,0.385,0.125,0.572,0.237,0.1435,0.165,7
2764,0.55,0.465,0.15,0.936,0.481,0.174,0.2435,9
732,0.52,0.4,0.12,0.823,0.298,0.1805,0.265,15
3602,0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077,5
1119,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,10
1254,0.425,0.325,0.11,0.3335,0.173,0.045,0.1,7
3574,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,9
2587,0.57,0.445,0.15,0.995,0.504,0.185,0.2505,9
577,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,10
3280,0.69,0.54,0.185,1.6195,0.533,0.353,0.555,24
561,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,13
2060,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,9
2380,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,5
2892,0.53,0.405,0.15,0.8315,0.352,0.187,0.2525,10
873,0.625,0.49,0.155,1.2085,0.465,0.162,0.411,11
2737,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,9
3064,0.635,0.5,0.18,1.154,0.4405,0.2315,0.387,9
2884,0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,9
2644,0.49,0.375,0.125,0.5445,0.279,0.115,0.13,8
3983,0.585,0.45,0.125,0.874,0.3545,0.2075,0.225,6
4122,0.46,0.365,0.11,0.4495,0.1755,0.102,0.15,8
